,User,Day in Study,Time of Day,Brush Time,Day Type,Proportion Brushed In Past 7 Days
1145,P2_042,13,1,120.0,1,0.8571428571428571
1146,P2_042,14,0,121.0,1,0.8571428571428571
1147,P2_042,14,1,121.0,1,0.8571428571428571
1148,P2_042,15,0,121.0,0,0.9285714285714286
1149,P2_042,15,1,122.0,0,0.9285714285714286
1150,P2_042,16,0,121.0,0,0.9285714285714286
1151,P2_042,16,1,122.0,0,0.9285714285714286
1152,P2_042,17,0,122.0,0,0.9285714285714286
1153,P2_042,17,1,0.0,0,0.9285714285714286
1154,P2_042,18,0,121.0,0,0.8571428571428571
1155,P2_042,18,1,123.0,0,0.8571428571428571
1156,P2_042,19,0,121.0,0,0.9285714285714286
1157,P2_042,19,1,121.0,0,0.9285714285714286
1158,P2_042,20,0,121.0,1,0.9285714285714286
1159,P2_042,20,1,123.0,1,0.9285714285714286
1160,P2_042,21,0,124.0,1,0.9285714285714286
1161,P2_042,21,1,121.0,1,0.9285714285714286
1162,P2_042,22,0,120.0,0,0.9285714285714286
1163,P2_042,22,1,121.0,0,0.9285714285714286
1164,P2_042,23,0,121.0,0,0.9285714285714286
1165,P2_042,23,1,121.0,0,0.9285714285714286
1166,P2_042,24,0,125.0,0,0.9285714285714286
1167,P2_042,24,1,124.0,0,0.9285714285714286
1168,P2_042,25,0,121.0,0,1.0
1169,P2_042,25,1,120.0,0,1.0
1170,P2_042,26,0,121.0,0,1.0
1171,P2_042,26,1,121.0,0,1.0
1172,P2_042,27,0,122.0,1,1.0
1173,P2_042,27,1,0.0,1,1.0
1174,P2_042,28,0,120.0,1,0.9285714285714286
1175,P2_042,28,1,127.0,1,0.9285714285714286
1176,P2_043,1,0,0.0,0,0.0
1177,P2_043,1,1,233.0,0,0.0
1178,P2_043,2,0,0.0,0,0.0
1179,P2_043,2,1,286.0,0,0.0
1180,P2_043,3,0,0.0,0,0.0
1181,P2_043,3,1,309.0,0,0.0
1182,P2_043,4,0,0.0,0,0.0
1183,P2_043,4,1,259.0,0,0.0
1184,P2_043,5,0,0.0,0,0.0
1185,P2_043,5,1,248.0,0,0.0
1186,P2_043,6,0,0.0,1,0.0
1187,P2_043,6,1,303.0,1,0.0
1188,P2_043,7,0,0.0,1,0.0
1189,P2_043,7,1,214.0,1,0.0
1190,P2_043,8,0,0.0,0,0.5
1191,P2_043,8,1,241.0,0,0.5
1192,P2_043,9,0,0.0,0,0.5
1193,P2_043,9,1,269.0,0,0.5
1194,P2_043,10,0,0.0,0,0.5
1195,P2_043,10,1,246.0,0,0.5
1196,P2_043,11,0,0.0,0,0.5
1197,P2_043,11,1,184.0,0,0.5
1198,P2_043,12,0,0.0,0,0.5
1199,P2_043,12,1,280.0,0,0.5
1200,P2_043,13,0,0.0,1,0.5
1201,P2_043,13,1,242.0,1,0.5
1202,P2_043,14,0,0.0,1,0.5
1203,P2_043,14,1,254.0,1,0.5
1204,P2_043,15,0,0.0,0,0.5
1205,P2_043,15,1,0.0,0,0.5
1206,P2_043,16,0,0.0,0,0.42857142857142855
1207,P2_043,16,1,0.0,0,0.42857142857142855
1208,P2_043,17,0,0.0,0,0.35714285714285715
1209,P2_043,17,1,0.0,0,0.35714285714285715
1210,P2_043,18,0,0.0,0,0.2857142857142857
1211,P2_043,18,1,217.0,0,0.2857142857142857
1212,P2_043,19,0,0.0,0,0.2857142857142857
1213,P2_043,19,1,209.0,0,0.2857142857142857
1214,P2_043,20,0,0.0,1,0.2857142857142857
1215,P2_043,20,1,202.0,1,0.2857142857142857
1216,P2_043,21,0,0.0,1,0.2857142857142857
1217,P2_043,21,1,206.0,1,0.2857142857142857
1218,P2_043,22,0,0.0,0,0.2857142857142857
1219,P2_043,22,1,0.0,0,0.2857142857142857
1220,P2_043,23,0,0.0,0,0.2857142857142857
1221,P2_043,23,1,223.0,0,0.2857142857142857
1222,P2_043,24,0,0.0,0,0.35714285714285715
1223,P2_043,24,1,0.0,0,0.35714285714285715
1224,P2_043,25,0,0.0,0,0.35714285714285715
1225,P2_043,25,1,241.0,0,0.35714285714285715
1226,P2_043,26,0,0.0,0,0.35714285714285715
1227,P2_043,26,1,17.0,0,0.35714285714285715
1228,P2_043,27,0,0.0,1,0.35714285714285715
1229,P2_043,27,1,221.0,1,0.35714285714285715
1230,P2_043,28,0,0.0,1,0.35714285714285715
1231,P2_043,28,1,259.0,1,0.35714285714285715
1232,P2_044,1,0,25.0,0,0.0
1233,P2_044,1,1,234.0,0,0.0
1234,P2_044,2,0,0.0,0,0.0
1235,P2_044,2,1,0.0,0,0.0
1236,P2_044,3,0,0.0,0,0.0
1237,P2_044,3,1,0.0,0,0.0
1238,P2_044,4,0,0.0,0,0.0
1239,P2_044,4,1,0.0,0,0.0
1240,P2_044,5,0,0.0,0,0.0
1241,P2_044,5,1,0.0,0,0.0
1242,P2_044,6,0,0.0,1,0.0
1243,P2_044,6,1,0.0,1,0.0
1244,P2_044,7,0,223.0,1,0.0
1245,P2_044,7,1,279.0,1,0.0
1246,P2_044,8,0,0.0,0,0.2857142857142857
1247,P2_044,8,1,228.0,0,0.21428571428571427
1248,P2_044,9,0,0.0,0,0.21428571428571427
1249,P2_044,9,1,253.0,0,0.21428571428571427
1250,P2_044,10,0,162.0,0,0.2857142857142857
1251,P2_044,10,1,267.0,0,0.35714285714285715
1252,P2_044,11,0,0.0,0,0.42857142857142855
1253,P2_044,11,1,252.0,0,0.42857142857142855
1254,P2_044,12,0,0.0,0,0.5
1255,P2_044,12,1,0.0,0,0.5
1256,P2_044,13,0,0.0,1,0.5
1257,P2_044,13,1,257.0,1,0.5
1258,P2_044,14,0,0.0,1,0.5714285714285714
1259,P2_044,14,1,0.0,1,0.5
1260,P2_044,15,0,0.0,0,0.42857142857142855
1261,P2_044,15,1,296.0,0,0.42857142857142855
1262,P2_044,16,0,0.0,0,0.42857142857142855
1263,P2_044,16,1,256.0,0,0.42857142857142855
1264,P2_044,17,0,0.0,0,0.42857142857142855
1265,P2_044,17,1,199.0,0,0.35714285714285715
1266,P2_044,18,0,0.0,0,0.35714285714285715
1267,P2_044,18,1,206.0,0,0.35714285714285715
1268,P2_044,19,0,0.0,0,0.35714285714285715
1269,P2_044,19,1,0.0,0,0.35714285714285715
1270,P2_044,20,0,0.0,1,0.35714285714285715
1271,P2_044,20,1,239.0,1,0.35714285714285715
1272,P2_044,21,0,0.0,1,0.35714285714285715
1273,P2_044,21,1,262.0,1,0.35714285714285715
1274,P2_044,22,0,0.0,0,0.42857142857142855
1275,P2_044,22,1,200.0,0,0.42857142857142855
1276,P2_044,23,0,0.0,0,0.42857142857142855
1277,P2_044,23,1,329.0,0,0.42857142857142855
1278,P2_044,24,0,0.0,0,0.42857142857142855
1279,P2_044,24,1,212.0,0,0.42857142857142855
1280,P2_044,25,0,0.0,0,0.42857142857142855
1281,P2_044,25,1,0.0,0,0.42857142857142855
1282,P2_044,26,0,0.0,0,0.35714285714285715
1283,P2_044,26,1,0.0,0,0.35714285714285715
1284,P2_044,27,0,219.0,1,0.35714285714285715
1285,P2_044,27,1,303.0,1,0.42857142857142855
1286,P2_044,28,0,0.0,1,0.42857142857142855
1287,P2_044,28,1,341.0,1,0.42857142857142855
1288,P2_045,1,0,159.0,0,0.0
1289,P2_045,1,1,211.0,0,0.0
1290,P2_045,2,0,211.0,0,0.0
1291,P2_045,2,1,182.0,0,0.0
1292,P2_045,3,0,162.0,0,0.0
1293,P2_045,3,1,151.0,0,0.0
1294,P2_045,4,0,151.0,0,0.0
1295,P2_045,4,1,51.0,0,0.0
1296,P2_045,5,0,232.0,0,0.0
1297,P2_045,5,1,187.0,0,0.0
1298,P2_045,6,0,312.0,1,0.0
1299,P2_045,6,1,307.0,1,0.0
1300,P2_045,7,0,345.0,1,0.0
1301,P2_045,7,1,332.0,1,0.0
1302,P2_045,8,0,297.0,0,1.0
1303,P2_045,8,1,295.0,0,1.0
1304,P2_045,9,0,323.0,0,1.0
1305,P2_045,9,1,28.0,0,1.0
1306,P2_045,10,0,319.0,0,1.0
1307,P2_045,10,1,301.0,0,1.0
1308,P2_045,11,0,339.0,0,1.0
1309,P2_045,11,1,28.0,0,1.0
1310,P2_045,12,0,0.0,0,1.0
1311,P2_045,12,1,102.0,0,0.9285714285714286
1312,P2_045,13,0,288.0,1,0.9285714285714286
1313,P2_045,13,1,296.0,1,0.9285714285714286
1314,P2_045,14,0,293.0,1,0.9285714285714286
1315,P2_045,14,1,0.0,1,0.9285714285714286
1316,P2_045,15,0,298.0,0,0.8571428571428571
1317,P2_045,15,1,229.0,0,0.8571428571428571
1318,P2_045,16,0,123.0,0,0.8571428571428571
1319,P2_045,16,1,203.0,0,0.8571428571428571
1320,P2_045,17,0,128.0,0,0.8571428571428571
1321,P2_045,17,1,28.0,0,0.8571428571428571
1322,P2_045,18,0,231.0,0,0.8571428571428571
1323,P2_045,18,1,256.0,0,0.8571428571428571
1324,P2_045,19,0,165.0,0,0.8571428571428571
1325,P2_045,19,1,0.0,0,0.9285714285714286
1326,P2_045,20,0,301.0,1,0.8571428571428571
1327,P2_045,20,1,338.0,1,0.8571428571428571
1328,P2_045,21,0,331.0,1,0.8571428571428571
1329,P2_045,21,1,303.0,1,0.8571428571428571
1330,P2_045,22,0,282.0,0,0.9285714285714286
1331,P2_045,22,1,0.0,0,0.9285714285714286
1332,P2_045,23,0,241.0,0,0.8571428571428571
1333,P2_045,23,1,280.0,0,0.8571428571428571
1334,P2_045,24,0,310.0,0,0.8571428571428571
1335,P2_045,24,1,279.0,0,0.8571428571428571
1336,P2_045,25,0,265.0,0,0.8571428571428571
1337,P2_045,25,1,0.0,0,0.8571428571428571
1338,P2_045,26,0,0.0,0,0.7857142857142857
1339,P2_045,26,1,0.0,0,0.7142857142857143
1340,P2_045,27,0,0.0,1,0.7142857142857143
1341,P2_045,27,1,139.0,1,0.6428571428571429
1342,P2_045,28,0,339.0,1,0.6428571428571429
1343,P2_045,28,1,330.0,1,0.6428571428571429
1344,P2_046,1,0,132.0,0,0.0
1345,P2_046,1,1,127.0,0,0.0
1346,P2_046,2,0,127.0,0,0.0
1347,P2_046,2,1,126.0,0,0.0
1348,P2_046,3,0,127.0,0,0.0
1349,P2_046,3,1,122.0,0,0.0
1350,P2_046,4,0,128.0,0,0.0
1351,P2_046,4,1,0.0,0,0.0
1352,P2_046,5,0,145.0,0,0.0
1353,P2_046,5,1,126.0,0,0.0
1354,P2_046,6,0,123.0,1,0.0
1355,P2_046,6,1,0.0,1,0.0
1356,P2_046,7,0,133.0,1,0.0
1357,P2_046,7,1,123.0,1,0.0
1358,P2_046,8,0,130.0,0,0.8571428571428571
1359,P2_046,8,1,121.0,0,0.8571428571428571
1360,P2_046,9,0,89.0,0,0.8571428571428571
1361,P2_046,9,1,138.0,0,0.8571428571428571
1362,P2_046,10,0,124.0,0,0.8571428571428571
1363,P2_046,10,1,0.0,0,0.8571428571428571
1364,P2_046,11,0,123.0,0,0.7857142857142857
1365,P2_046,11,1,125.0,0,0.7857142857142857
1366,P2_046,12,0,123.0,0,0.8571428571428571
1367,P2_046,12,1,0.0,0,0.8571428571428571
1368,P2_046,13,0,0.0,1,0.7857142857142857
1369,P2_046,13,1,136.0,1,0.7142857142857143
1370,P2_046,14,0,126.0,1,0.7857142857142857
1371,P2_046,14,1,122.0,1,0.7857142857142857
1372,P2_046,15,0,122.0,0,0.7857142857142857
1373,P2_046,15,1,123.0,0,0.7857142857142857
1374,P2_046,16,0,131.0,0,0.7857142857142857
1375,P2_046,16,1,0.0,0,0.7857142857142857
1376,P2_046,17,0,123.0,0,0.7142857142857143
1377,P2_046,17,1,0.0,0,0.7142857142857143
1378,P2_046,18,0,142.0,0,0.7142857142857143
1379,P2_046,18,1,122.0,0,0.7142857142857143
1380,P2_046,19,0,0.0,0,0.7142857142857143
1381,P2_046,19,1,0.0,0,0.6428571428571429
1382,P2_046,20,0,123.0,1,0.6428571428571429
1383,P2_046,20,1,126.0,1,0.7142857142857143
1384,P2_046,21,0,126.0,1,0.7142857142857143
1385,P2_046,21,1,139.0,1,0.7142857142857143
1386,P2_046,22,0,125.0,0,0.7142857142857143
1387,P2_046,22,1,122.0,0,0.7142857142857143
1388,P2_046,23,0,124.0,0,0.7142857142857143
1389,P2_046,23,1,123.0,0,0.7142857142857143
1390,P2_046,24,0,143.0,0,0.7857142857142857
1391,P2_046,24,1,122.0,0,0.7857142857142857
1392,P2_046,25,0,123.0,0,0.8571428571428571
1393,P2_046,25,1,27.0,0,0.8571428571428571
1394,P2_046,26,0,123.0,0,0.8571428571428571
1395,P2_046,26,1,121.0,0,0.9285714285714286
1396,P2_046,27,0,122.0,1,1.0
1397,P2_046,27,1,122.0,1,1.0
1398,P2_046,28,0,121.0,1,1.0
1399,P2_046,28,1,55.0,1,1.0
1400,P2_047,1,0,160.0,0,0.0
1401,P2_047,1,1,148.0,0,0.0
1402,P2_047,2,0,22.0,0,0.0
1403,P2_047,2,1,111.0,0,0.0
1404,P2_047,3,0,111.0,0,0.0
1405,P2_047,3,1,113.0,0,0.0
1406,P2_047,4,0,107.0,0,0.0
1407,P2_047,4,1,0.0,0,0.0
1408,P2_047,5,0,141.0,0,0.0
1409,P2_047,5,1,142.0,0,0.0
1410,P2_047,6,0,135.0,1,0.0
1411,P2_047,6,1,124.0,1,0.0
1412,P2_047,7,0,143.0,1,0.0
1413,P2_047,7,1,0.0,1,0.0
1414,P2_047,8,0,122.0,0,0.8571428571428571
1415,P2_047,8,1,165.0,0,0.8571428571428571
1416,P2_047,9,0,158.0,0,0.8571428571428571
1417,P2_047,9,1,31.0,0,0.8571428571428571
1418,P2_047,10,0,133.0,0,0.8571428571428571
1419,P2_047,10,1,0.0,0,0.8571428571428571
1420,P2_047,11,0,164.0,0,0.7857142857142857
1421,P2_047,11,1,128.0,0,0.7857142857142857
1422,P2_047,12,0,129.0,0,0.8571428571428571
1423,P2_047,12,1,127.0,0,0.8571428571428571
1424,P2_047,13,0,0.0,1,0.8571428571428571
1425,P2_047,13,1,122.0,1,0.7857142857142857
1426,P2_047,14,0,124.0,1,0.7857142857142857
1427,P2_047,14,1,138.0,1,0.7857142857142857
1428,P2_047,15,0,0.0,0,0.8571428571428571
1429,P2_047,15,1,122.0,0,0.7857142857142857
1430,P2_047,16,0,122.0,0,0.7857142857142857
1431,P2_047,16,1,122.0,0,0.7857142857142857
1432,P2_047,17,0,133.0,0,0.7857142857142857
1433,P2_047,17,1,121.0,0,0.7857142857142857
1434,P2_047,18,0,0.0,0,0.8571428571428571
1435,P2_047,18,1,123.0,0,0.7857142857142857
1436,P2_047,19,0,123.0,0,0.7857142857142857
1437,P2_047,19,1,129.0,0,0.7857142857142857
1438,P2_047,20,0,0.0,1,0.7857142857142857
1439,P2_047,20,1,124.0,1,0.7857142857142857
1440,P2_047,21,0,148.0,1,0.7857142857142857
1441,P2_047,21,1,121.0,1,0.7857142857142857
1442,P2_047,22,0,0.0,0,0.7857142857142857
1443,P2_047,22,1,130.0,0,0.7857142857142857
1444,P2_047,23,0,105.0,0,0.7857142857142857
1445,P2_047,23,1,0.0,0,0.7857142857142857
1446,P2_047,24,0,129.0,0,0.7142857142857143
1447,P2_047,24,1,0.0,0,0.7142857142857143
1448,P2_047,25,0,133.0,0,0.6428571428571429
1449,P2_047,25,1,121.0,0,0.7142857142857143
1450,P2_047,26,0,146.0,0,0.7142857142857143
1451,P2_047,26,1,0.0,0,0.7142857142857143
1452,P2_047,27,0,109.0,1,0.6428571428571429
1453,P2_047,27,1,122.0,1,0.7142857142857143
1454,P2_047,28,0,0.0,1,0.7142857142857143
1455,P2_047,28,1,125.0,1,0.6428571428571429
1456,P2_048,1,0,18.0,0,0.0
1457,P2_048,1,1,0.0,0,0.0
1458,P2_048,2,0,0.0,1,0.0
1459,P2_048,2,1,0.0,1,0.0
1460,P2_048,3,0,0.0,1,0.0
1461,P2_048,3,1,126.0,1,0.0
1462,P2_048,4,0,0.0,0,0.0
1463,P2_048,4,1,124.0,0,0.0
1464,P2_048,5,0,0.0,0,0.0
1465,P2_048,5,1,129.0,0,0.0
1466,P2_048,6,0,0.0,0,0.0
1467,P2_048,6,1,126.0,0,0.0
1468,P2_048,7,0,0.0,0,0.0
1469,P2_048,7,1,126.0,0,0.0
1470,P2_048,8,0,0.0,0,0.42857142857142855
1471,P2_048,8,1,126.0,0,0.35714285714285715
1472,P2_048,9,0,0.0,1,0.42857142857142855
1473,P2_048,9,1,0.0,1,0.42857142857142855
1474,P2_048,10,0,0.0,1,0.42857142857142855
1475,P2_048,10,1,126.0,1,0.42857142857142855
1476,P2_048,11,0,126.0,0,0.42857142857142855
1477,P2_048,11,1,0.0,0,0.5
1478,P2_048,12,0,0.0,0,0.42857142857142855
1479,P2_048,12,1,126.0,0,0.42857142857142855
1480,P2_048,13,0,0.0,0,0.42857142857142855
1481,P2_048,13,1,0.0,0,0.42857142857142855
1482,P2_048,14,0,126.0,0,0.35714285714285715
1483,P2_048,14,1,0.0,0,0.42857142857142855
1484,P2_048,15,0,0.0,0,0.35714285714285715
1485,P2_048,15,1,126.0,0,0.35714285714285715
1486,P2_048,16,0,126.0,1,0.35714285714285715
1487,P2_048,16,1,0.0,1,0.42857142857142855
1488,P2_048,17,0,0.0,1,0.42857142857142855
1489,P2_048,17,1,0.0,1,0.42857142857142855
1490,P2_048,18,0,0.0,0,0.35714285714285715
1491,P2_048,18,1,126.0,0,0.2857142857142857
1492,P2_048,19,0,0.0,0,0.35714285714285715
1493,P2_048,19,1,0.0,0,0.35714285714285715
1494,P2_048,20,0,0.0,0,0.2857142857142857
1495,P2_048,20,1,126.0,0,0.2857142857142857
1496,P2_048,21,0,0.0,0,0.35714285714285715
1497,P2_048,21,1,123.0,0,0.2857142857142857
1498,P2_048,22,0,0.0,0,0.35714285714285715
1499,P2_048,22,1,0.0,0,0.35714285714285715
1500,P2_048,23,0,0.0,1,0.2857142857142857
1501,P2_048,23,1,0.0,1,0.21428571428571427
1502,P2_048,24,0,0.0,1,0.21428571428571427
1503,P2_048,24,1,0.0,1,0.21428571428571427
1504,P2_048,25,0,0.0,0,0.21428571428571427
1505,P2_048,25,1,0.0,0,0.21428571428571427
1506,P2_048,26,0,0.0,0,0.14285714285714285
1507,P2_048,26,1,0.0,0,0.14285714285714285
1508,P2_048,27,0,0.0,0,0.14285714285714285
1509,P2_048,27,1,0.0,0,0.14285714285714285
1510,P2_048,28,0,0.0,0,0.07142857142857142
1511,P2_048,28,1,0.0,0,0.07142857142857142
1512,P2_050,1,0,243.0,0,0.0
1513,P2_050,1,1,240.0,0,0.0
1514,P2_050,2,0,177.0,0,0.0
1515,P2_050,2,1,165.0,0,0.0
1516,P2_050,3,0,0.0,0,0.0
1517,P2_050,3,1,163.0,0,0.0
1518,P2_050,4,0,170.0,0,0.0
1519,P2_050,4,1,180.0,0,0.0
1520,P2_050,5,0,88.0,0,0.0
1521,P2_050,5,1,175.0,0,0.0
1522,P2_050,6,0,197.0,1,0.0
1523,P2_050,6,1,187.0,1,0.0
1524,P2_050,7,0,195.0,1,0.0
1525,P2_050,7,1,0.0,1,0.0
1526,P2_050,8,0,0.0,0,0.8571428571428571
1527,P2_050,8,1,0.0,0,0.7857142857142857
1528,P2_050,9,0,155.0,0,0.7142857142857143
1529,P2_050,9,1,0.0,0,0.7142857142857143
1530,P2_050,10,0,0.0,0,0.6428571428571429
1531,P2_050,10,1,0.0,0,0.6428571428571429
1532,P2_050,11,0,0.0,0,0.5714285714285714
1533,P2_050,11,1,0.0,0,0.5
1534,P2_050,12,0,0.0,0,0.42857142857142855
1535,P2_050,12,1,0.0,0,0.35714285714285715
1536,P2_050,13,0,0.0,1,0.2857142857142857
1537,P2_050,13,1,0.0,1,0.21428571428571427
1538,P2_050,14,0,0.0,1,0.14285714285714285
1539,P2_050,14,1,0.0,1,0.07142857142857142
1540,P2_050,15,0,0.0,0,0.07142857142857142
1541,P2_050,15,1,121.0,0,0.07142857142857142
1542,P2_050,16,0,0.0,0,0.14285714285714285
1543,P2_050,16,1,0.0,0,0.07142857142857142
1544,P2_050,17,0,0.0,0,0.07142857142857142
1545,P2_050,17,1,0.0,0,0.07142857142857142
1546,P2_050,18,0,0.0,0,0.07142857142857142
1547,P2_050,18,1,174.0,0,0.07142857142857142
1548,P2_050,19,0,110.0,0,0.14285714285714285
1549,P2_050,19,1,0.0,0,0.21428571428571427
1550,P2_050,20,0,0.0,1,0.21428571428571427
1551,P2_050,20,1,0.0,1,0.21428571428571427
1552,P2_050,21,0,0.0,1,0.21428571428571427
1553,P2_050,21,1,147.0,1,0.21428571428571427
1554,P2_050,22,0,0.0,0,0.2857142857142857
1555,P2_050,22,1,238.0,0,0.2857142857142857
1556,P2_050,23,0,0.0,0,0.2857142857142857
1557,P2_050,23,1,0.0,0,0.2857142857142857
1558,P2_050,24,0,0.0,0,0.2857142857142857
1559,P2_050,24,1,253.0,0,0.2857142857142857
1560,P2_050,25,0,197.0,0,0.35714285714285715
1561,P2_050,25,1,0.0,0,0.42857142857142855
1562,P2_050,26,0,0.0,0,0.35714285714285715
1563,P2_050,26,1,0.0,0,0.2857142857142857
1564,P2_050,27,0,146.0,1,0.2857142857142857
1565,P2_050,27,1,0.0,1,0.35714285714285715
1566,P2_050,28,0,0.0,1,0.35714285714285715
1567,P2_050,28,1,0.0,1,0.35714285714285715
1568,P2_051,1,0,16.0,0,0.0
1569,P2_051,1,1,0.0,0,0.0
1570,P2_051,2,0,112.0,0,0.0
1571,P2_051,2,1,0.0,0,0.0
1572,P2_051,3,0,105.0,0,0.0
1573,P2_051,3,1,97.0,0,0.0
1574,P2_051,4,0,0.0,0,0.0
1575,P2_051,4,1,55.0,0,0.0
1576,P2_051,5,0,128.0,0,0.0
1577,P2_051,5,1,117.0,0,0.0
1578,P2_051,6,0,58.0,1,0.0
1579,P2_051,6,1,0.0,1,0.0
1580,P2_051,7,0,71.0,1,0.0
1581,P2_051,7,1,59.0,1,0.0
1582,P2_051,8,0,80.0,0,0.7142857142857143
1583,P2_051,8,1,0.0,0,0.7142857142857143
1584,P2_051,9,0,0.0,0,0.7142857142857143
1585,P2_051,9,1,0.0,0,0.6428571428571429
1586,P2_051,10,0,124.0,0,0.6428571428571429
1587,P2_051,10,1,0.0,0,0.6428571428571429
1588,P2_051,11,0,123.0,0,0.5714285714285714
1589,P2_051,11,1,0.0,0,0.6428571428571429
1590,P2_051,12,0,69.0,0,0.5714285714285714
1591,P2_051,12,1,0.0,0,0.5714285714285714
1592,P2_051,13,0,123.0,1,0.5
1593,P2_051,13,1,43.0,1,0.5
1594,P2_051,14,0,0.0,1,0.5714285714285714
1595,P2_051,14,1,105.0,1,0.5
1596,P2_051,15,0,99.0,0,0.5
1597,P2_051,15,1,0.0,0,0.5
1598,P2_051,16,0,0.0,0,0.5
1599,P2_051,16,1,0.0,0,0.5
1600,P2_051,17,0,0.0,0,0.5
1601,P2_051,17,1,0.0,0,0.42857142857142855
1602,P2_051,18,0,77.0,0,0.42857142857142855
1603,P2_051,18,1,67.0,0,0.42857142857142855
1604,P2_051,19,0,79.0,0,0.5
1605,P2_051,19,1,103.0,0,0.5
1606,P2_051,20,0,79.0,1,0.5714285714285714
1607,P2_051,20,1,0.0,1,0.5714285714285714
1608,P2_051,21,0,0.0,1,0.5
1609,P2_051,21,1,0.0,1,0.5
1610,P2_051,22,0,0.0,0,0.42857142857142855
1611,P2_051,22,1,88.0,0,0.35714285714285715
1612,P2_051,23,0,93.0,0,0.42857142857142855
1613,P2_051,23,1,109.0,0,0.5
1614,P2_051,24,0,0.0,0,0.5714285714285714
1615,P2_051,24,1,0.0,0,0.5714285714285714
1616,P2_051,25,0,0.0,0,0.5714285714285714
1617,P2_051,25,1,0.0,0,0.5
1618,P2_051,26,0,0.0,0,0.42857142857142855
1619,P2_051,26,1,0.0,0,0.35714285714285715
1620,P2_051,27,0,0.0,1,0.2857142857142857
1621,P2_051,27,1,0.0,1,0.21428571428571427
1622,P2_051,28,0,0.0,1,0.21428571428571427
1623,P2_051,28,1,0.0,1,0.21428571428571427
1624,P2_052,1,0,0.0,0,0.0
1625,P2_052,1,1,141.0,0,0.0
1626,P2_052,2,0,0.0,0,0.0
1627,P2_052,2,1,142.0,0,0.0
1628,P2_052,3,0,0.0,0,0.0
1629,P2_052,3,1,154.0,0,0.0
1630,P2_052,4,0,0.0,0,0.0
1631,P2_052,4,1,153.0,0,0.0
1632,P2_052,5,0,0.0,0,0.0
1633,P2_052,5,1,0.0,0,0.0
1634,P2_052,6,0,0.0,1,0.0
1635,P2_052,6,1,144.0,1,0.0
1636,P2_052,7,0,0.0,1,0.0
1637,P2_052,7,1,144.0,1,0.0
1638,P2_052,8,0,0.0,0,0.42857142857142855
1639,P2_052,8,1,147.0,0,0.42857142857142855
1640,P2_052,9,0,0.0,0,0.42857142857142855
1641,P2_052,9,1,144.0,0,0.42857142857142855
1642,P2_052,10,0,0.0,0,0.42857142857142855
1643,P2_052,10,1,146.0,0,0.42857142857142855
1644,P2_052,11,0,0.0,0,0.42857142857142855
1645,P2_052,11,1,148.0,0,0.42857142857142855
1646,P2_052,12,0,0.0,0,0.42857142857142855
1647,P2_052,12,1,140.0,0,0.42857142857142855
1648,P2_052,13,0,0.0,1,0.5
1649,P2_052,13,1,131.0,1,0.5
1650,P2_052,14,0,0.0,1,0.5
1651,P2_052,14,1,144.0,1,0.5
1652,P2_052,15,0,0.0,0,0.5
1653,P2_052,15,1,150.0,0,0.5
1654,P2_052,16,0,0.0,0,0.5
1655,P2_052,16,1,137.0,0,0.5
1656,P2_052,17,0,0.0,0,0.5
1657,P2_052,17,1,145.0,0,0.5
1658,P2_052,18,0,0.0,0,0.5
1659,P2_052,18,1,148.0,0,0.5
1660,P2_052,19,0,0.0,0,0.5
1661,P2_052,19,1,151.0,0,0.5
1662,P2_052,20,0,0.0,1,0.5
1663,P2_052,20,1,145.0,1,0.5
1664,P2_052,21,0,0.0,1,0.5
1665,P2_052,21,1,150.0,1,0.5
1666,P2_052,22,0,0.0,0,0.5
1667,P2_052,22,1,140.0,0,0.5
1668,P2_052,23,0,0.0,0,0.5
1669,P2_052,23,1,0.0,0,0.5
1670,P2_052,24,0,0.0,0,0.42857142857142855
1671,P2_052,24,1,142.0,0,0.42857142857142855
1672,P2_052,25,0,0.0,0,0.42857142857142855
1673,P2_052,25,1,149.0,0,0.42857142857142855
1674,P2_052,26,0,0.0,0,0.42857142857142855
1675,P2_052,26,1,133.0,0,0.42857142857142855
1676,P2_052,27,0,0.0,1,0.42857142857142855
1677,P2_052,27,1,145.0,1,0.42857142857142855
1678,P2_052,28,0,0.0,1,0.42857142857142855
1679,P2_052,28,1,140.0,1,0.42857142857142855
1680,P2_053,1,0,174.0,0,0.0
1681,P2_053,1,1,0.0,0,0.0
1682,P2_053,2,0,155.0,0,0.0
1683,P2_053,2,1,0.0,0,0.0
1684,P2_053,3,0,136.0,0,0.0
1685,P2_053,3,1,0.0,0,0.0
1686,P2_053,4,0,0.0,0,0.0
1687,P2_053,4,1,149.0,0,0.0
1688,P2_053,5,0,221.0,0,0.0
1689,P2_053,5,1,0.0,0,0.0
1690,P2_053,6,0,0.0,1,0.0
1691,P2_053,6,1,86.0,1,0.0
1692,P2_053,7,0,0.0,1,0.0
1693,P2_053,7,1,146.0,1,0.0
1694,P2_053,8,0,174.0,0,0.5
1695,P2_053,8,1,32.0,0,0.5
1696,P2_053,9,0,0.0,0,0.5714285714285714
1697,P2_053,9,1,141.0,0,0.5
1698,P2_053,10,0,0.0,0,0.5714285714285714
1699,P2_053,10,1,0.0,0,0.5
1700,P2_053,11,0,0.0,0,0.5
1701,P2_053,11,1,0.0,0,0.5
1702,P2_053,12,0,0.0,0,0.42857142857142855
