,User,Day in Study,Time of Day,Brush Time,Day Type,Proportion Brushed In Past 7 Days
571,P2_027,6,1,182.0,1,0.0
572,P2_027,7,0,126.0,1,0.0
573,P2_027,7,1,151.0,1,0.0
574,P2_027,8,0,156.0,0,1.0
575,P2_027,8,1,160.0,0,1.0
576,P2_027,9,0,136.0,0,1.0
577,P2_027,9,1,123.0,0,1.0
578,P2_027,10,0,181.0,0,1.0
579,P2_027,10,1,182.0,0,1.0
580,P2_027,11,0,150.0,0,1.0
581,P2_027,11,1,124.0,0,1.0
582,P2_027,12,0,151.0,0,1.0
583,P2_027,12,1,186.0,0,1.0
584,P2_027,13,0,133.0,1,1.0
585,P2_027,13,1,150.0,1,1.0
586,P2_027,14,0,141.0,1,1.0
587,P2_027,14,1,143.0,1,1.0
588,P2_027,15,0,124.0,0,1.0
589,P2_027,15,1,130.0,0,1.0
590,P2_027,16,0,125.0,0,1.0
591,P2_027,16,1,140.0,0,1.0
592,P2_027,17,0,138.0,0,1.0
593,P2_027,17,1,137.0,0,1.0
594,P2_027,18,0,125.0,0,1.0
595,P2_027,18,1,0.0,0,1.0
596,P2_027,19,0,131.0,0,0.9285714285714286
597,P2_027,19,1,123.0,0,0.9285714285714286
598,P2_027,20,0,76.0,1,0.9285714285714286
599,P2_027,20,1,130.0,1,0.9285714285714286
600,P2_027,21,0,0.0,1,0.9285714285714286
601,P2_027,21,1,90.0,1,0.8571428571428571
602,P2_027,22,0,152.0,0,0.8571428571428571
603,P2_027,22,1,120.0,0,0.8571428571428571
604,P2_027,23,0,140.0,0,0.8571428571428571
605,P2_027,23,1,120.0,0,0.8571428571428571
606,P2_027,24,0,120.0,0,0.8571428571428571
607,P2_027,24,1,121.0,0,0.8571428571428571
608,P2_027,25,0,138.0,0,0.8571428571428571
609,P2_027,25,1,136.0,0,0.8571428571428571
610,P2_027,26,0,125.0,0,0.9285714285714286
611,P2_027,26,1,126.0,0,0.9285714285714286
612,P2_027,27,0,131.0,1,0.9285714285714286
613,P2_027,27,1,124.0,1,0.9285714285714286
614,P2_027,28,0,121.0,1,0.9285714285714286
615,P2_027,28,1,123.0,1,1.0
616,P2_028,1,0,112.0,0,0.0
617,P2_028,1,1,93.0,0,0.0
618,P2_028,2,0,121.0,0,0.0
619,P2_028,2,1,87.0,0,0.0
620,P2_028,3,0,105.0,0,0.0
621,P2_028,3,1,87.0,0,0.0
622,P2_028,4,0,126.0,0,0.0
623,P2_028,4,1,105.0,0,0.0
624,P2_028,5,0,110.0,0,0.0
625,P2_028,5,1,87.0,0,0.0
626,P2_028,6,0,0.0,1,0.0
627,P2_028,6,1,90.0,1,0.0
628,P2_028,7,0,121.0,1,0.0
629,P2_028,7,1,111.0,1,0.0
630,P2_028,8,0,106.0,0,0.9285714285714286
631,P2_028,8,1,0.0,0,0.9285714285714286
632,P2_028,9,0,91.0,0,0.8571428571428571
633,P2_028,9,1,0.0,0,0.8571428571428571
634,P2_028,10,0,0.0,0,0.7857142857142857
635,P2_028,10,1,93.0,0,0.7142857142857143
636,P2_028,11,0,110.0,0,0.7142857142857143
637,P2_028,11,1,70.0,0,0.7142857142857143
638,P2_028,12,0,96.0,0,0.7142857142857143
639,P2_028,12,1,0.0,0,0.7142857142857143
640,P2_028,13,0,0.0,1,0.6428571428571429
641,P2_028,13,1,69.0,1,0.6428571428571429
642,P2_028,14,0,104.0,1,0.6428571428571429
643,P2_028,14,1,84.0,1,0.6428571428571429
644,P2_028,15,0,103.0,0,0.6428571428571429
645,P2_028,15,1,81.0,0,0.6428571428571429
646,P2_028,16,0,0.0,0,0.7142857142857143
647,P2_028,16,1,80.0,0,0.6428571428571429
648,P2_028,17,0,131.0,0,0.7142857142857143
649,P2_028,17,1,72.0,0,0.7857142857142857
650,P2_028,18,0,118.0,0,0.7857142857142857
651,P2_028,18,1,91.0,0,0.7857142857142857
652,P2_028,19,0,92.0,0,0.7857142857142857
653,P2_028,19,1,0.0,0,0.7857142857142857
654,P2_028,20,0,76.0,1,0.7857142857142857
655,P2_028,20,1,0.0,1,0.8571428571428571
656,P2_028,21,0,119.0,1,0.7857142857142857
657,P2_028,21,1,0.0,1,0.7857142857142857
658,P2_028,22,0,0.0,0,0.7142857142857143
659,P2_028,22,1,0.0,0,0.6428571428571429
660,P2_028,23,0,0.0,0,0.5714285714285714
661,P2_028,23,1,103.0,0,0.5714285714285714
662,P2_028,24,0,102.0,0,0.5714285714285714
663,P2_028,24,1,90.0,0,0.5714285714285714
664,P2_028,25,0,118.0,0,0.5714285714285714
665,P2_028,25,1,0.0,0,0.5714285714285714
666,P2_028,26,0,99.0,0,0.5
667,P2_028,26,1,0.0,0,0.5
668,P2_028,27,0,0.0,1,0.5
669,P2_028,27,1,92.0,1,0.42857142857142855
670,P2_028,28,0,0.0,1,0.5
671,P2_028,28,1,0.0,1,0.42857142857142855
672,P2_029,1,0,18.0,0,0.0
673,P2_029,1,1,247.0,0,0.0
674,P2_029,2,0,158.0,0,0.0
675,P2_029,2,1,0.0,0,0.0
676,P2_029,3,0,0.0,0,0.0
677,P2_029,3,1,0.0,0,0.0
678,P2_029,4,0,164.0,0,0.0
679,P2_029,4,1,0.0,0,0.0
680,P2_029,5,0,170.0,0,0.0
681,P2_029,5,1,0.0,0,0.0
682,P2_029,6,0,0.0,1,0.0
683,P2_029,6,1,0.0,1,0.0
684,P2_029,7,0,0.0,1,0.0
685,P2_029,7,1,0.0,1,0.0
686,P2_029,8,0,0.0,0,0.35714285714285715
687,P2_029,8,1,0.0,0,0.2857142857142857
688,P2_029,9,0,0.0,0,0.21428571428571427
689,P2_029,9,1,0.0,0,0.14285714285714285
690,P2_029,10,0,0.0,0,0.14285714285714285
691,P2_029,10,1,0.0,0,0.14285714285714285
692,P2_029,11,0,131.0,0,0.14285714285714285
693,P2_029,11,1,156.0,0,0.14285714285714285
694,P2_029,12,0,0.0,0,0.21428571428571427
695,P2_029,12,1,0.0,0,0.14285714285714285
696,P2_029,13,0,0.0,1,0.14285714285714285
697,P2_029,13,1,166.0,1,0.14285714285714285
698,P2_029,14,0,0.0,1,0.21428571428571427
699,P2_029,14,1,0.0,1,0.21428571428571427
700,P2_029,15,0,101.0,0,0.21428571428571427
701,P2_029,15,1,0.0,0,0.2857142857142857
702,P2_029,16,0,0.0,0,0.2857142857142857
703,P2_029,16,1,0.0,0,0.2857142857142857
704,P2_029,17,0,125.0,0,0.2857142857142857
705,P2_029,17,1,0.0,0,0.35714285714285715
706,P2_029,18,0,0.0,0,0.35714285714285715
707,P2_029,18,1,0.0,0,0.2857142857142857
708,P2_029,19,0,149.0,0,0.21428571428571427
709,P2_029,19,1,140.0,0,0.2857142857142857
710,P2_029,20,0,127.0,1,0.35714285714285715
711,P2_029,20,1,0.0,1,0.42857142857142855
712,P2_029,21,0,105.0,1,0.35714285714285715
713,P2_029,21,1,0.0,1,0.42857142857142855
714,P2_029,22,0,0.0,0,0.42857142857142855
715,P2_029,22,1,139.0,0,0.35714285714285715
716,P2_029,23,0,0.0,0,0.42857142857142855
717,P2_029,23,1,0.0,0,0.42857142857142855
718,P2_029,24,0,0.0,0,0.42857142857142855
719,P2_029,24,1,0.0,0,0.35714285714285715
720,P2_029,25,0,0.0,0,0.35714285714285715
721,P2_029,25,1,0.0,0,0.35714285714285715
722,P2_029,26,0,0.0,0,0.35714285714285715
723,P2_029,26,1,0.0,0,0.2857142857142857
724,P2_029,27,0,0.0,1,0.21428571428571427
725,P2_029,27,1,0.0,1,0.14285714285714285
726,P2_029,28,0,0.0,1,0.14285714285714285
727,P2_029,28,1,0.0,1,0.07142857142857142
728,P2_030,1,0,131.0,0,0.0
729,P2_030,1,1,206.0,0,0.0
730,P2_030,2,0,149.0,0,0.0
731,P2_030,2,1,164.0,0,0.0
732,P2_030,3,0,128.0,0,0.0
733,P2_030,3,1,192.0,0,0.0
734,P2_030,4,0,0.0,0,0.0
735,P2_030,4,1,0.0,0,0.0
736,P2_030,5,0,0.0,0,0.0
737,P2_030,5,1,0.0,0,0.0
738,P2_030,6,0,0.0,1,0.0
739,P2_030,6,1,0.0,1,0.0
740,P2_030,7,0,0.0,1,0.0
741,P2_030,7,1,0.0,1,0.0
742,P2_030,8,0,0.0,0,0.42857142857142855
743,P2_030,8,1,0.0,0,0.35714285714285715
744,P2_030,9,0,0.0,0,0.2857142857142857
745,P2_030,9,1,196.0,0,0.21428571428571427
746,P2_030,10,0,132.0,0,0.21428571428571427
747,P2_030,10,1,197.0,0,0.21428571428571427
748,P2_030,11,0,0.0,0,0.21428571428571427
749,P2_030,11,1,0.0,0,0.21428571428571427
750,P2_030,12,0,0.0,0,0.21428571428571427
751,P2_030,12,1,184.0,0,0.21428571428571427
752,P2_030,13,0,0.0,1,0.2857142857142857
753,P2_030,13,1,162.0,1,0.2857142857142857
754,P2_030,14,0,111.0,1,0.35714285714285715
755,P2_030,14,1,166.0,1,0.42857142857142855
756,P2_030,15,0,0.0,0,0.5
757,P2_030,15,1,142.0,0,0.5
758,P2_030,16,0,0.0,0,0.5714285714285714
759,P2_030,16,1,142.0,0,0.5714285714285714
760,P2_030,17,0,0.0,0,0.5714285714285714
761,P2_030,17,1,0.0,0,0.5
762,P2_030,18,0,0.0,0,0.42857142857142855
763,P2_030,18,1,0.0,0,0.42857142857142855
764,P2_030,19,0,0.0,0,0.42857142857142855
765,P2_030,19,1,198.0,0,0.42857142857142855
766,P2_030,20,0,0.0,1,0.42857142857142855
767,P2_030,20,1,171.0,1,0.42857142857142855
768,P2_030,21,0,0.0,1,0.42857142857142855
769,P2_030,21,1,0.0,1,0.35714285714285715
770,P2_030,22,0,115.0,0,0.2857142857142857
771,P2_030,22,1,154.0,0,0.35714285714285715
772,P2_030,23,0,0.0,0,0.35714285714285715
773,P2_030,23,1,180.0,0,0.35714285714285715
774,P2_030,24,0,0.0,0,0.35714285714285715
775,P2_030,24,1,176.0,0,0.35714285714285715
776,P2_030,25,0,0.0,0,0.42857142857142855
777,P2_030,25,1,162.0,0,0.42857142857142855
778,P2_030,26,0,0.0,0,0.5
779,P2_030,26,1,167.0,0,0.5
780,P2_030,27,0,0.0,1,0.5
781,P2_030,27,1,175.0,1,0.5
782,P2_030,28,0,0.0,1,0.5
783,P2_030,28,1,129.0,1,0.5
784,P2_031,1,0,0.0,0,0.0
785,P2_031,1,1,126.0,0,0.0
786,P2_031,2,0,131.0,0,0.0
787,P2_031,2,1,46.0,0,0.0
788,P2_031,3,0,138.0,0,0.0
789,P2_031,3,1,0.0,0,0.0
790,P2_031,4,0,0.0,0,0.0
791,P2_031,4,1,0.0,0,0.0
792,P2_031,5,0,0.0,0,0.0
793,P2_031,5,1,0.0,0,0.0
794,P2_031,6,0,0.0,1,0.0
795,P2_031,6,1,0.0,1,0.0
796,P2_031,7,0,0.0,1,0.0
797,P2_031,7,1,0.0,1,0.0
798,P2_031,8,0,0.0,0,0.2857142857142857
799,P2_031,8,1,113.0,0,0.2857142857142857
800,P2_031,9,0,145.0,0,0.2857142857142857
801,P2_031,9,1,96.0,0,0.2857142857142857
802,P2_031,10,0,115.0,0,0.2857142857142857
803,P2_031,10,1,0.0,0,0.2857142857142857
804,P2_031,11,0,0.0,0,0.2857142857142857
805,P2_031,11,1,100.0,0,0.2857142857142857
806,P2_031,12,0,120.0,0,0.35714285714285715
807,P2_031,12,1,0.0,0,0.42857142857142855
808,P2_031,13,0,0.0,1,0.42857142857142855
809,P2_031,13,1,62.0,1,0.42857142857142855
810,P2_031,14,0,73.0,1,0.5
811,P2_031,14,1,41.0,1,0.5714285714285714
812,P2_031,15,0,43.0,0,0.6428571428571429
813,P2_031,15,1,0.0,0,0.7142857142857143
814,P2_031,16,0,0.0,0,0.6428571428571429
815,P2_031,16,1,0.0,0,0.5714285714285714
816,P2_031,17,0,36.0,0,0.5
817,P2_031,17,1,0.0,0,0.5
818,P2_031,18,0,0.0,0,0.5
819,P2_031,18,1,45.0,0,0.5
820,P2_031,19,0,0.0,0,0.5
821,P2_031,19,1,0.0,0,0.42857142857142855
822,P2_031,20,0,0.0,1,0.42857142857142855
823,P2_031,20,1,0.0,1,0.42857142857142855
824,P2_031,21,0,0.0,1,0.35714285714285715
825,P2_031,21,1,0.0,1,0.2857142857142857
826,P2_031,22,0,0.0,0,0.21428571428571427
827,P2_031,22,1,0.0,0,0.14285714285714285
828,P2_031,23,0,0.0,0,0.14285714285714285
829,P2_031,23,1,0.0,0,0.14285714285714285
830,P2_031,24,0,0.0,0,0.14285714285714285
831,P2_031,24,1,0.0,0,0.07142857142857142
832,P2_031,25,0,0.0,0,0.07142857142857142
833,P2_031,25,1,0.0,0,0.07142857142857142
834,P2_031,26,0,0.0,0,0.0
835,P2_031,26,1,0.0,0,0.0
836,P2_031,27,0,0.0,1,0.0
837,P2_031,27,1,0.0,1,0.0
838,P2_031,28,0,0.0,1,0.0
839,P2_031,28,1,0.0,1,0.0
840,P2_033,1,0,110.0,0,0.0
841,P2_033,1,1,95.0,0,0.0
842,P2_033,2,0,0.0,0,0.0
843,P2_033,2,1,117.0,0,0.0
844,P2_033,3,0,0.0,0,0.0
845,P2_033,3,1,0.0,0,0.0
846,P2_033,4,0,0.0,0,0.0
847,P2_033,4,1,0.0,0,0.0
848,P2_033,5,0,0.0,1,0.0
849,P2_033,5,1,0.0,1,0.0
850,P2_033,6,0,0.0,1,0.0
851,P2_033,6,1,0.0,1,0.0
852,P2_033,7,0,0.0,0,0.0
853,P2_033,7,1,0.0,0,0.0
854,P2_033,8,0,0.0,0,0.21428571428571427
855,P2_033,8,1,101.0,0,0.14285714285714285
856,P2_033,9,0,93.0,0,0.14285714285714285
857,P2_033,9,1,0.0,0,0.21428571428571427
858,P2_033,10,0,0.0,0,0.14285714285714285
859,P2_033,10,1,0.0,0,0.14285714285714285
860,P2_033,11,0,111.0,0,0.14285714285714285
861,P2_033,11,1,108.0,0,0.21428571428571427
862,P2_033,12,0,103.0,1,0.2857142857142857
863,P2_033,12,1,95.0,1,0.35714285714285715
864,P2_033,13,0,110.0,1,0.42857142857142855
865,P2_033,13,1,145.0,1,0.5
866,P2_033,14,0,114.0,0,0.5714285714285714
867,P2_033,14,1,81.0,0,0.6428571428571429
868,P2_033,15,0,118.0,0,0.7142857142857143
869,P2_033,15,1,0.0,0,0.7857142857142857
870,P2_033,16,0,0.0,0,0.7142857142857143
871,P2_033,16,1,0.0,0,0.6428571428571429
872,P2_033,17,0,123.0,0,0.6428571428571429
873,P2_033,17,1,136.0,0,0.7142857142857143
874,P2_033,18,0,133.0,0,0.7857142857142857
875,P2_033,18,1,0.0,0,0.7857142857142857
876,P2_033,19,0,127.0,1,0.7142857142857143
877,P2_033,19,1,0.0,1,0.7142857142857143
878,P2_033,20,0,0.0,1,0.6428571428571429
879,P2_033,20,1,0.0,1,0.5714285714285714
880,P2_033,21,0,0.0,0,0.5
881,P2_033,21,1,0.0,0,0.42857142857142855
882,P2_033,22,0,126.0,0,0.35714285714285715
883,P2_033,22,1,122.0,0,0.35714285714285715
884,P2_033,23,0,0.0,0,0.42857142857142855
885,P2_033,23,1,121.0,0,0.42857142857142855
886,P2_033,24,0,121.0,0,0.5
887,P2_033,24,1,116.0,0,0.5
888,P2_033,25,0,127.0,0,0.5
889,P2_033,25,1,113.0,0,0.5
890,P2_033,26,0,0.0,1,0.5714285714285714
891,P2_033,26,1,0.0,1,0.5
892,P2_033,27,0,134.0,1,0.5
893,P2_033,27,1,0.0,1,0.5714285714285714
894,P2_033,28,0,0.0,0,0.5714285714285714
895,P2_033,28,1,0.0,0,0.5714285714285714
896,P2_034,1,0,155.0,0,0.0
897,P2_034,1,1,0.0,0,0.0
898,P2_034,2,0,0.0,0,0.0
899,P2_034,2,1,165.0,0,0.0
900,P2_034,3,0,172.0,0,0.0
901,P2_034,3,1,0.0,0,0.0
902,P2_034,4,0,175.0,0,0.0
903,P2_034,4,1,0.0,0,0.0
904,P2_034,5,0,0.0,0,0.0
905,P2_034,5,1,0.0,0,0.0
906,P2_034,6,0,0.0,1,0.0
907,P2_034,6,1,170.0,1,0.0
908,P2_034,7,0,0.0,1,0.0
909,P2_034,7,1,221.0,1,0.0
910,P2_034,8,0,193.0,0,0.42857142857142855
911,P2_034,8,1,0.0,0,0.42857142857142855
912,P2_034,9,0,0.0,0,0.42857142857142855
913,P2_034,9,1,159.0,0,0.42857142857142855
914,P2_034,10,0,0.0,0,0.42857142857142855
915,P2_034,10,1,163.0,0,0.35714285714285715
916,P2_034,11,0,0.0,0,0.42857142857142855
917,P2_034,11,1,154.0,0,0.35714285714285715
918,P2_034,12,0,0.0,0,0.42857142857142855
919,P2_034,12,1,142.0,0,0.42857142857142855
920,P2_034,13,0,0.0,1,0.5
921,P2_034,13,1,163.0,1,0.5
922,P2_034,14,0,0.0,1,0.5
923,P2_034,14,1,157.0,1,0.5
924,P2_034,15,0,0.0,0,0.5
925,P2_034,15,1,0.0,0,0.42857142857142855
926,P2_034,16,0,0.0,0,0.42857142857142855
927,P2_034,16,1,155.0,0,0.42857142857142855
928,P2_034,17,0,0.0,0,0.42857142857142855
929,P2_034,17,1,0.0,0,0.42857142857142855
930,P2_034,18,0,0.0,0,0.35714285714285715
931,P2_034,18,1,87.0,0,0.35714285714285715
932,P2_034,19,0,0.0,0,0.35714285714285715
933,P2_034,19,1,0.0,0,0.35714285714285715
934,P2_034,20,0,0.0,1,0.2857142857142857
935,P2_034,20,1,147.0,1,0.2857142857142857
936,P2_034,21,0,0.0,1,0.2857142857142857
937,P2_034,21,1,158.0,1,0.2857142857142857
938,P2_034,22,0,0.0,0,0.2857142857142857
939,P2_034,22,1,157.0,0,0.2857142857142857
940,P2_034,23,0,0.0,0,0.35714285714285715
941,P2_034,23,1,170.0,0,0.35714285714285715
942,P2_034,24,0,0.0,0,0.35714285714285715
943,P2_034,24,1,157.0,0,0.35714285714285715
944,P2_034,25,0,0.0,0,0.42857142857142855
945,P2_034,25,1,151.0,0,0.42857142857142855
946,P2_034,26,0,0.0,0,0.42857142857142855
947,P2_034,26,1,180.0,0,0.42857142857142855
948,P2_034,27,0,154.0,1,0.5
949,P2_034,27,1,0.0,1,0.5714285714285714
950,P2_034,28,0,0.0,1,0.5
951,P2_034,28,1,0.0,1,0.5
952,P2_035,1,0,137.0,0,0.0
953,P2_035,1,1,0.0,0,0.0
954,P2_035,2,0,120.0,0,0.0
955,P2_035,2,1,24.0,0,0.0
956,P2_035,3,0,120.0,0,0.0
957,P2_035,3,1,120.0,0,0.0
958,P2_035,4,0,121.0,0,0.0
959,P2_035,4,1,120.0,0,0.0
960,P2_035,5,0,120.0,0,0.0
961,P2_035,5,1,120.0,0,0.0
962,P2_035,6,0,120.0,1,0.0
963,P2_035,6,1,120.0,1,0.0
964,P2_035,7,0,120.0,1,0.0
965,P2_035,7,1,0.0,1,0.0
966,P2_035,8,0,0.0,0,0.8571428571428571
967,P2_035,8,1,0.0,0,0.7857142857142857
968,P2_035,9,0,0.0,0,0.7857142857142857
969,P2_035,9,1,0.0,0,0.7142857142857143
970,P2_035,10,0,120.0,0,0.6428571428571429
971,P2_035,10,1,121.0,0,0.6428571428571429
972,P2_035,11,0,120.0,0,0.6428571428571429
973,P2_035,11,1,120.0,0,0.6428571428571429
974,P2_035,12,0,120.0,0,0.6428571428571429
975,P2_035,12,1,0.0,0,0.6428571428571429
976,P2_035,13,0,121.0,1,0.5714285714285714
977,P2_035,13,1,0.0,1,0.5714285714285714
978,P2_035,14,0,120.0,1,0.5
979,P2_035,14,1,120.0,1,0.5
980,P2_035,15,0,25.0,0,0.5714285714285714
981,P2_035,15,1,120.0,0,0.6428571428571429
982,P2_035,16,0,120.0,0,0.7142857142857143
983,P2_035,16,1,120.0,0,0.7857142857142857
984,P2_035,17,0,116.0,0,0.8571428571428571
985,P2_035,17,1,121.0,0,0.8571428571428571
986,P2_035,18,0,98.0,0,0.8571428571428571
987,P2_035,18,1,120.0,0,0.8571428571428571
988,P2_035,19,0,106.0,0,0.8571428571428571
989,P2_035,19,1,120.0,0,0.8571428571428571
990,P2_035,20,0,120.0,1,0.9285714285714286
991,P2_035,20,1,120.0,1,0.9285714285714286
992,P2_035,21,0,121.0,1,1.0
993,P2_035,21,1,120.0,1,1.0
994,P2_035,22,0,120.0,0,1.0
995,P2_035,22,1,121.0,0,1.0
996,P2_035,23,0,121.0,0,1.0
997,P2_035,23,1,121.0,0,1.0
998,P2_035,24,0,120.0,0,1.0
999,P2_035,24,1,120.0,0,1.0
1000,P2_035,25,0,120.0,0,1.0
1001,P2_035,25,1,120.0,0,1.0
1002,P2_035,26,0,120.0,0,1.0
1003,P2_035,26,1,120.0,0,1.0
1004,P2_035,27,0,120.0,1,1.0
1005,P2_035,27,1,120.0,1,1.0
1006,P2_035,28,0,120.0,1,1.0
1007,P2_035,28,1,120.0,1,1.0
1008,P2_040,1,0,117.0,0,0.0
1009,P2_040,1,1,111.0,0,0.0
1010,P2_040,2,0,112.0,0,0.0
1011,P2_040,2,1,113.0,0,0.0
1012,P2_040,3,0,112.0,0,0.0
1013,P2_040,3,1,0.0,0,0.0
1014,P2_040,4,0,102.0,0,0.0
1015,P2_040,4,1,114.0,0,0.0
1016,P2_040,5,0,120.0,0,0.0
1017,P2_040,5,1,109.0,0,0.0
1018,P2_040,6,0,108.0,1,0.0
1019,P2_040,6,1,119.0,1,0.0
1020,P2_040,7,0,110.0,1,0.0
1021,P2_040,7,1,121.0,1,0.0
1022,P2_040,8,0,111.0,0,0.9285714285714286
1023,P2_040,8,1,118.0,0,0.9285714285714286
1024,P2_040,9,0,119.0,0,0.9285714285714286
1025,P2_040,9,1,117.0,0,0.9285714285714286
1026,P2_040,10,0,0.0,0,0.9285714285714286
1027,P2_040,10,1,0.0,0,0.8571428571428571
1028,P2_040,11,0,122.0,0,0.8571428571428571
1029,P2_040,11,1,115.0,0,0.8571428571428571
1030,P2_040,12,0,120.0,0,0.8571428571428571
1031,P2_040,12,1,111.0,0,0.8571428571428571
1032,P2_040,13,0,107.0,1,0.8571428571428571
1033,P2_040,13,1,121.0,1,0.8571428571428571
1034,P2_040,14,0,108.0,1,0.8571428571428571
1035,P2_040,14,1,110.0,1,0.8571428571428571
1036,P2_040,15,0,106.0,0,0.8571428571428571
1037,P2_040,15,1,0.0,0,0.8571428571428571
1038,P2_040,16,0,103.0,0,0.7857142857142857
1039,P2_040,16,1,0.0,0,0.7857142857142857
1040,P2_040,17,0,102.0,0,0.7142857142857143
1041,P2_040,17,1,122.0,0,0.7857142857142857
1042,P2_040,18,0,104.0,0,0.8571428571428571
1043,P2_040,18,1,120.0,0,0.8571428571428571
1044,P2_040,19,0,0.0,0,0.8571428571428571
1045,P2_040,19,1,0.0,0,0.7857142857142857
1046,P2_040,20,0,100.0,1,0.7142857142857143
1047,P2_040,20,1,121.0,1,0.7142857142857143
1048,P2_040,21,0,107.0,1,0.7142857142857143
1049,P2_040,21,1,119.0,1,0.7142857142857143
1050,P2_040,22,0,108.0,0,0.7142857142857143
1051,P2_040,22,1,112.0,0,0.7142857142857143
1052,P2_040,23,0,115.0,0,0.7857142857142857
1053,P2_040,23,1,125.0,0,0.7857142857142857
1054,P2_040,24,0,105.0,0,0.8571428571428571
1055,P2_040,24,1,113.0,0,0.8571428571428571
1056,P2_040,25,0,90.0,0,0.8571428571428571
1057,P2_040,25,1,121.0,0,0.8571428571428571
1058,P2_040,26,0,0.0,0,0.8571428571428571
1059,P2_040,26,1,27.0,0,0.8571428571428571
1060,P2_040,27,0,0.0,1,0.9285714285714286
1061,P2_040,27,1,0.0,1,0.8571428571428571
1062,P2_040,28,0,0.0,1,0.7857142857142857
1063,P2_040,28,1,0.0,1,0.7142857142857143
1064,P2_041,1,0,160.0,0,0.0
1065,P2_041,1,1,229.0,0,0.0
1066,P2_041,2,0,155.0,0,0.0
1067,P2_041,2,1,228.0,0,0.0
1068,P2_041,3,0,143.0,0,0.0
1069,P2_041,3,1,184.0,0,0.0
1070,P2_041,4,0,124.0,0,0.0
1071,P2_041,4,1,174.0,0,0.0
1072,P2_041,5,0,131.0,0,0.0
1073,P2_041,5,1,188.0,0,0.0
1074,P2_041,6,0,0.0,1,0.0
1075,P2_041,6,1,160.0,1,0.0
1076,P2_041,7,0,147.0,1,0.0
1077,P2_041,7,1,0.0,1,0.0
1078,P2_041,8,0,149.0,0,0.8571428571428571
1079,P2_041,8,1,155.0,0,0.8571428571428571
1080,P2_041,9,0,133.0,0,0.8571428571428571
1081,P2_041,9,1,153.0,0,0.8571428571428571
1082,P2_041,10,0,133.0,0,0.8571428571428571
1083,P2_041,10,1,140.0,0,0.8571428571428571
1084,P2_041,11,0,127.0,0,0.8571428571428571
1085,P2_041,11,1,140.0,0,0.8571428571428571
1086,P2_041,12,0,0.0,0,0.8571428571428571
1087,P2_041,12,1,133.0,0,0.7857142857142857
1088,P2_041,13,0,123.0,1,0.7857142857142857
1089,P2_041,13,1,0.0,1,0.8571428571428571
1090,P2_041,14,0,129.0,1,0.7857142857142857
1091,P2_041,14,1,126.0,1,0.7857142857142857
1092,P2_041,15,0,124.0,0,0.8571428571428571
1093,P2_041,15,1,153.0,0,0.8571428571428571
1094,P2_041,16,0,0.0,0,0.8571428571428571
1095,P2_041,16,1,125.0,0,0.7857142857142857
1096,P2_041,17,0,148.0,0,0.7857142857142857
1097,P2_041,17,1,155.0,0,0.7857142857142857
1098,P2_041,18,0,150.0,0,0.7857142857142857
1099,P2_041,18,1,148.0,0,0.7857142857142857
1100,P2_041,19,0,149.0,0,0.7857142857142857
1101,P2_041,19,1,152.0,0,0.8571428571428571
1102,P2_041,20,0,141.0,1,0.8571428571428571
1103,P2_041,20,1,135.0,1,0.8571428571428571
1104,P2_041,21,0,136.0,1,0.9285714285714286
1105,P2_041,21,1,138.0,1,0.9285714285714286
1106,P2_041,22,0,0.0,0,0.9285714285714286
1107,P2_041,22,1,132.0,0,0.8571428571428571
1108,P2_041,23,0,130.0,0,0.8571428571428571
1109,P2_041,23,1,143.0,0,0.9285714285714286
1110,P2_041,24,0,140.0,0,0.9285714285714286
1111,P2_041,24,1,146.0,0,0.9285714285714286
1112,P2_041,25,0,144.0,0,0.9285714285714286
1113,P2_041,25,1,156.0,0,0.9285714285714286
1114,P2_041,26,0,0.0,0,0.9285714285714286
1115,P2_041,26,1,145.0,0,0.8571428571428571
1116,P2_041,27,0,128.0,1,0.8571428571428571
1117,P2_041,27,1,129.0,1,0.8571428571428571
1118,P2_041,28,0,0.0,1,0.8571428571428571
1119,P2_041,28,1,122.0,1,0.7857142857142857
1120,P2_042,1,0,123.0,0,0.0
1121,P2_042,1,1,122.0,0,0.0
1122,P2_042,2,0,122.0,0,0.0
1123,P2_042,2,1,126.0,0,0.0
1124,P2_042,3,0,123.0,0,0.0
1125,P2_042,3,1,123.0,0,0.0
1126,P2_042,4,0,121.0,0,0.0
1127,P2_042,4,1,122.0,0,0.0
1128,P2_042,5,0,123.0,0,0.0
1129,P2_042,5,1,122.0,0,0.0
1130,P2_042,6,0,125.0,1,0.0
1131,P2_042,6,1,125.0,1,0.0
1132,P2_042,7,0,121.0,1,0.0
1133,P2_042,7,1,0.0,1,0.0
1134,P2_042,8,0,126.0,0,0.9285714285714286
1135,P2_042,8,1,120.0,0,0.9285714285714286
1136,P2_042,9,0,122.0,0,0.9285714285714286
1137,P2_042,9,1,122.0,0,0.9285714285714286
1138,P2_042,10,0,121.0,0,0.9285714285714286
1139,P2_042,10,1,124.0,0,0.9285714285714286
1140,P2_042,11,0,121.0,0,0.9285714285714286
1141,P2_042,11,1,0.0,0,0.9285714285714286
1142,P2_042,12,0,121.0,0,0.8571428571428571
1143,P2_042,12,1,120.0,0,0.8571428571428571
1144,P2_042,13,0,121.0,1,0.8571428571428571
